name,authors,genre,subcategory,note,rack,shelf,comic_book
Motywy Postępowania,Maria Ossowska,Naukowa - Psychologiczna,,,3,5,FALSE
Ego i mechanizmy obronne,Anna Freud,Naukowa - Psychologiczna,,,3,5,FALSE
Psychopatologia nerwic,Antoni Kępiński,Naukowa - Psychologiczna,,,3,5,FALSE
Schizofrenia,Antoni Kępiński,Naukowa - Psychologiczna,,,3,5,FALSE
Teksty teksty teksty 1976 4-5,Various Artists,Czasopismo Naukowe - Literatura,,,3,4,FALSE
Poetycki model prozy w dwudziestoleciu międzywojennym,Włodzimierz Bolecki,Naukowa - Literatura,,,3,4,FALSE
Franz Kafka,Walter Sokel,Naukowa - Literatura,,,3,4,FALSE
Dialog 2011 Nr 5,Various Artists,Czasopismo Naukowe - Literatura,,,3,4,FALSE
Dialog 2011 Nr 11,Various Artists,Czasopismo Naukowe - Literatura,,,3,4,FALSE
Dialog 2011 Nr 9,Various Artists,Czasopismo Naukowe - Literatura,,,3,4,FALSE
Proces rytualny,Victor Turner,Naukowa - Antropologia,,,3,5,FALSE
Czystość i zmaza,Mary Douglas,Naukowa - Antropologia,,,3,5,FALSE
Przemiany rodziny w XXI wieku,Various Artists,Naukowa - Antropologia,,,3,5,FALSE
Początki ludzkiego życia 2,Włodzimierz Galewicz,Naukowa - Antropologia,,,3,5,FALSE
Człowiek i jego świat,Jacek Juliusz Jadacki,Naukowa - Antropologia,,,3,5,FALSE
Sztuka Wojenna,Sun Zi,Naukowa - Polityczna,,,3,5,FALSE
Rozważania o wojnie domowej,Paweł Jasienica,Naukowa - Polityczna,,,3,5,FALSE
Dynamika Kapitalizmu,Fernand Braudel,Naukowa - Polityczna,,,3,5,FALSE
Żyj jak rolnik,Niklas Kampargard,Poradnik,,,3,5,FALSE
Praktyka budowania scen i machin teatralnych,Niccolo Sabbatini,Naukowa - Architektura,,,3,5,FALSE
Meteorologia żeglarska,Jacek Czajewski,Naukowa - Żeglarstwo,,,3,5,FALSE
Dialog 2012 Nr 7-8,Various Artists,Czasopismo Naukowe - Literatura,,,3,5,FALSE
W imię innego,Alain Finkielkraut,Naukowa - Polityczna,,,3,5,FALSE
Przewodnik Wędrowca,Tristan Gooley,Poradnik,,,3,5,FALSE
Poszukiwacze zaginionej wiedzy,Erich Von Daniken,Naukowa - Archeologia,,,3,5,FALSE
"Obrona Sokratesa, Kriton, Uczta",Platon,Naukowa - Filozofia,,,3,4,FALSE
Państwo (wydanie 2018),Platon,Naukowa - Filozofia,,,3,4,FALSE
Państwo,Platon,Naukowa - Filozofia,,,3,4,FALSE
Przedmowa do Platona,Eric A. Havelock,Naukowa - Filozofia,,,3,4,FALSE
Teoria Widzenia,Władysław Strzemiński,Inne,,,3,4,FALSE
Polska literatura nowoczesna,Michał Paweł Markowski,Naukowa - Literatura,,,3,4,FALSE
Teorie badań literackich,Zofia MItosek,Naukowa - Literatura,,,3,4,FALSE
O sztuce na wesoło,Krystyna Kibish-Ożarowska,Naukowa - Literatura,,,3,4,FALSE
Literatura po 1976 1998,"Przemysław Czapliński, Piotr Śliwiński",Naukowa - Literatura,,,3,4,FALSE
Rozmyślania,Marek Aureliusz,Naukowa - Filozofia,,,3,4,FALSE
Mit ludożercy,William Arense,Naukowa - Antropologia,,,3,5,FALSE
Wierzenia ludów starożytnej Azji Mniejszej,Maciej Popko,Naukowa - Antropologia,,,3,5,FALSE
Argument z implikatury konwersacyjnej w polemikach filozoficznych,Tomasz Puczyłowski,Naukowa - Filozofia,,,3,4,FALSE
Słownik Łacińsko polski,Kazimierz Kumanecki,Słownik,,,3,5,FALSE
Słownik Frazeologiczny języka polskiego A-P,Stanisław Skorupka,Słownik,,,3,5,FALSE
Słownik Frazeologiczny języka polskiego R-Ż,Stanisław Skorupka,Słownik,,,3,5,FALSE
Echolalie o zapominaniue języka,Daniel Heller-Roazen,Naukowa - Językoznawstwo,,,3,5,FALSE
W drodze do języka,Martin Heidegger,Naukowa - Językoznawstwo,,,3,5,FALSE
W świecie znaków,Various Artists,Naukowa - Semiotyka,,,3,5,FALSE
Studia Semiotyczne VII,Various Artists,Czasopismo Naukowe - Semiotyka,,,3,5,FALSE
Studia Semiotyczne V,Various Artists,Czasopismo Naukowe - Semiotyka,,,3,5,FALSE
Studia Semiotyczne IV,Various Artists,Czasopismo Naukowe - Semiotyka,,,3,5,FALSE
Studia Semiotyczne II,Various Artists,Czasopismo Naukowe - Semiotyka,,,3,5,FALSE
Semiotyka Pierce'a,Hanna Buczyńska-Garewicz,Naukowa - Semiotyka,,,3,5,FALSE
Verba Polona Abscondita,"Adndrzej Bogusławski, Magdalena Danielewiczowa",Naukowa - Semiotyka,,,3,5,FALSE
Język i poznanie I,Kazimierz Ajdukiewicz,Naukowa - Językoznawstwo,,,3,5,FALSE
Język i poznanie II,Kazimierz Ajdukiewicz,Naukowa - Językoznawstwo,,,3,5,FALSE
Wykłady z polskiej fleksji,Mirosław Bańko,Naukowa - Językoznawstwo,,,3,5,FALSE
Kultura języka polskiego,Hanna Jadacka,Naukowa - Językoznawstwo,,,3,5,FALSE
Językoznastwo,Tadeusz Milewski,Naukowa - Językoznawstwo,,,3,5,FALSE
Szkice z językoznawstwa,Ferdinand de Saussure,Naukowa - Językoznawstwo,,,3,5,FALSE
O gramatologii,Jacques Derrida,Naukowa - Językoznawstwo,,,3,5,FALSE
Portret w malarstwie,Munsta Calbo Angrill,Naukowe - Sztuka,,,3,5,FALSE
Tao Seksu i Długowieczności,Daniel Reid,Naukowe - Japonistyka,,,3,6,FALSE
Feng Shui Symbole Zachodu,Christine M. Bradler,Naukowe - Japonistyka,,,3,6,FALSE
Feng Shui Harmonia Przestrzeni,Maria Jesus del Aguila Castro,Naukowe - Japonistyka,,,3,6,FALSE
Shiatsu,Nathan B. Strauss,Naukowe - Japonistyka,,,3,6,FALSE
Nihon Kendo kata,Paul Budden,Inne,,,3,6,FALSE
Kendo,Hiroshi Ozawa,Inne,,,3,6,FALSE
Origami,Unkown,Poradnik,,,3,6,FALSE
Estetyka Japonska,Krystyna WIlkoszewska,Naukowe - Japonistyka,,,3,6,FALSE
Film Polski Wczoraj i Dziś,Stanisław Janicki,Inne,,,3,6,FALSE
Elektroakustyka dla wszystkich,Aleksander Witort,Inne,,,3,6,FALSE
Estetyka i Sztuka Fotografii,Jan Sunderland,Naukowe - Fotografia,,,3,6,FALSE
Fotografia podstawy technika praktyka,Kurt Dieter Solf,Naukowe - Fotografia,,,3,6,FALSE
Oświetlenie w fotografii,Witold Dederko,Naukowe - Fotografia,,,3,6,FALSE
Fotografowanie na odwracalnych materiałach barwnych,Ryszard Kreyser,Naukowe - Fotografia,,,3,6,FALSE
Okiem Cyklopa,Henryk Latoś,Naukowe - Fotografia,,,3,6,FALSE
Junak M10,Various Artists,Motoryzacyjne,,,3,6,FALSE
Budowa Podwozi i nadwozi samochodowych,Seweryn Orzełowski,Motoryzacyjne,,,3,6,FALSE
Naprawa motocykli,Andrzej Cichowski,Motoryzacyjne,,,3,6,FALSE
Samochody osobowe,Krzysztof Wiśniewski,Motoryzacyjne,,,3,6,FALSE
Budowa maszyn,Various Artists,Inne,,,3,6,FALSE
Honda Shadow,Various Artists,Motoryzacyjne,,,3,6,FALSE
Słowa,Jean-Paul Sartre,Biografia,,,3,6,FALSE
Saint-Exupery,Anna Bukowska,Biografia,,,3,6,FALSE
Gadamer,Andrzej Przyłębski,Biografia,,,3,6,FALSE
Autobiografia,Bertrand Russell,Biografia,,,3,6,FALSE
Ernset Hemingway,Jerzy R. Krzyżanowski,Biografia,,,3,6,FALSE
"Czas ciekawy, czas niespokojny","Zbigniew Mentzel, Leszek Kołakowski",Wywiad,,,3,6,FALSE
Rousseau: samotność i wspólnota,Bronisław Baczko,Biografia,,,3,6,FALSE
Autobiografia,Charles Chaplin,Biografia,,,3,6,FALSE
Aforyzmy o mądrości życia,Artur Schopenhauer,Esej,,,3,6,FALSE
Zdradzone testamenty,Milan Kundera,Esej,,,3,6,FALSE
Trzydzieści wyznań,Andrzej Tokarczyk,Esej,,,3,6,FALSE
Wiele twarzy realizmu i inne eseje,Hilary Putnam,Esej,,,3,6,FALSE
Korespondencja,Aleksander Wat,Korespondencja,,,3,6,FALSE
Akira 1,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 2,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 3,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 4,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 5,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 6,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 7,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 8,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 9,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 10,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 11,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 12,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 13,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 14,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 15,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 16,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 17,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 18,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Akira 19,Katsuhiro Otomo,Komiks - SF,,,4,1,TRUE
Obłęd Tom 2,Jerzy Krzyszfoń,Literatura Piękna,,,6,5,FALSE
Zdradzone testamenty,Milan Kundera,Esej,,,3,6,FALSE
Yans 1,"Andre-Paul Duchateau, Grzegorz Rosiński",Komiks - SF,,Wydanie Zbiorcze,4,1,TRUE
Yans 2,"Andre-Paul Duchateau, Grzegorz Rosiński",Komiks - SF,,Wydanie Zbiorcze,4,1,TRUE
Thorgal 1,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 1,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 2,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 3,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 4,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 5,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 6,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 7,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 8,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 9,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 10,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 11,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 12,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 13,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 14,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 15,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 16,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 17,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 18,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 19,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 20,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 21,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 22,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 23,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 24,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 25,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 26,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 27,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 28,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 29,"Jean Van Hamme, Grzegorz Rosiński",Komiks - Fantasy,,,4,1,TRUE
Thorgal 30,"Grzegorz Rosiński, Yves Sente",Komiks - Fantasy,,,4,1,TRUE
Thorgal 31,"Grzegorz Rosiński, Yves Sente",Komiks - Fantasy,,,4,1,TRUE
Thorgal 32,"Grzegorz Rosiński, Yves Sente",Komiks - Fantasy,,,4,1,TRUE
Thorgal 33,"Grzegorz Rosiński, Yves Sente",Komiks - Fantasy,,,4,1,TRUE
Thorgal 34,"Grzegorz Rosiński, Yves Sente",Komiks - Fantasy,,,4,1,TRUE
Thorgal 35,"Grzegorz Rosiński, Xavier Dorison",Komiks - Fantasy,,,4,1,TRUE
Thorgal 36,"Grzegorsz Rosiński, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal 37,"Frederic Vignaux, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal 38,"Frederic Vignaux, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal 39,"Frederic Vignaux, Yann",Komiks - Fantasy,,duplikat,4,1,TRUE
Thorgal 40,"Frederic Vignaux, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Kirss De Valnor 1,"Yves Sente, Giullo De Vita",Komiks - Fantasy,,,4,1,TRUE
Thorgal Kirss De Valnor 2,"Yves Sente, Giullo De Vita",Komiks - Fantasy,,,4,1,TRUE
Thorgal Kirss De Valnor 3,"Yves Sente, Giullo De Vita",Komiks - Fantasy,,,4,1,TRUE
Thorgal Kirss De Valnor 4,"Yves Sente, Giullo De Vita",Komiks - Fantasy,,,4,1,TRUE
Thorgal Kirss De Valnor 5,"Yves Sente, Giullo De Vita",Komiks - Fantasy,,,4,1,TRUE
Thorgal Kirss De Valnor 6,"Roman Surżenko, Xavier Dorison, Mathieu Mariolle",Komiks - Fantasy,,,4,1,TRUE
Thorgal Kirss De Valnor 7,"Frederic Vignaux, Xavier Dorison, Mathieu Mariolle",Komiks - Fantasy,,,4,1,TRUE
Thorgal Kirss De Valnor 8,"Frederic Vignaux, Mathieu Mariolle",Komiks - Fantasy,,,4,1,TRUE
Thorgal Louve 1,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Louve 2,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Louve 3,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Louve 4,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Louve 5,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Louve 6,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Louve 7,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Młodzieńcze Lata 1,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Młodzieńcze Lata 2,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Młodzieńcze Lata 3,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Młodzieńcze Lata 4,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Młodzieńcze Lata 5,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Młodzieńcze Lata 6,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Młodzieńcze Lata 7,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Młodzieńcze Lata 8,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Młodzieńcze Lata 9,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Thorgal Młodzieńcze Lata 10,"Roman Surżenko, Yann",Komiks - Fantasy,,,4,1,TRUE
Szninkiel,"Grzegorz Rosiński, Jean Van Hamme",Komiks - SF,,,4,1,TRUE
Metal Hurlant 1,Various Artists,Czasopismo - Komiks,,,4,3,TRUE
Metal Hurlant 2,Various Artists,Czasopismo - Komiks,,,4,3,TRUE
Metal Hurlant 3,Various Artists,Czasopismo - Komiks,,,4,3,TRUE
Coda 1,"Simon Spurrier, Matias Bergara",Komiks - Fantasy,,,4,2,TRUE
Coda 2,"Simon Spurrier, Matias Bergara",Komiks - Fantasy,,,4,2,TRUE
Coda 3,"Simon Spurrier, Matias Bergara",Komiks - Fantasy,,,4,2,TRUE
Misterium,"Grant Morrison, Jon Muth",Komiks - Thriller,,,4,2,TRUE
Śnienie - Przez bramy z rogu i kości,Various Artists,Komiks - Fantasy,Zbiór,,4,2,TRUE
Monstressa 1,"Marjorie Liu, Sana Takeda",Komiks - Fantasy,,,4,2,TRUE
Monstressa 2,"Marjorie Liu, Sana Takeda",Komiks - Fantasy,,,4,2,TRUE
Monstressa 3,"Marjorie Liu, Sana Takeda",Komiks - Fantasy,,,4,2,TRUE
Monstressa 4,"Marjorie Liu, Sana Takeda",Komiks - Fantasy,,,4,2,TRUE
Sandman 1,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman 2,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman 3,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman 4,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman 5,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman 6,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman 7,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman 8,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman 9,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman 10,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman Przebudzenie,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman Noce Nieskończone,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman Uwertura,"Neil Gaiman, Various Artists",Komiks - Fantasy,,,4,2,TRUE
Sandman Uniwersum,"Neil Gaiman, Various Artists",Komiks - Fantasy,Zbiór,,4,2,TRUE
Śnienie - Ścieżki i Wpływy,Various Artists,Komiks - Fantasy,Zbiór,,4,2,TRUE
Śnienie - Moc Podzielona,Various Artists,Komiks - Fantasy,Zbiór,,4,2,TRUE
Śmierć,"Neil Gaiman, Various Artists",Komiks - Fantasy,Zbiór,,4,2,TRUE
Amerykańscy Bogowie,Neil Gaiman,Urban Fantasy,,Stare wydanie,4,2,FALSE
Amerykańscy Bogowie,Neil Gaiman,Urban Fantasy,,Nowe wydanie,4,2,FALSE
Księga Cmentarna,Neil Gaiman,Urban Fantasy,,Z duplikatem,4,2,FALSE
Rzeczy Ulotne,Neil Gaiman,Urban Fantasy,Zbiór opowiadań,Z duplikatem,4,2,FALSE
Dym i lustra,Neil Gaiman,Urban Fantasy,Zbiór opowiadań,,4,2,FALSE
M jak magia,Neil Gaiman,Urban Fantasy,Zbiór opowiadań,,4,2,FALSE
Koralina,Neil Gaiman,Fantasy - Horror,,,4,2,FALSE
Gwiezdny Pył,Neil Gaiman,Fantasy,,,4,2,FALSE
Chłopaki Anansiego,Neil Gaiman,Urban Fantasy,,,4,2,FALSE
Mitologia Nordycka,Neil Gaiman,Inne,,,4,2,FALSE
The Deep Sea of Madness 01,Nokuto Koike,Horror,Manga,,4,5,TRUE
Prophecy 02,Tetsuya Tsutsui,Horror,Manga,,4,5,TRUE
Judge 01,Yoshiki Tonogai,Horror,Manga,,4,5,TRUE
Hellsing - 1,Kohta Hirano,Horror,Manga,,4,5,TRUE
Hellsing - 2,Kohta Hirano,Horror,Manga,,4,5,TRUE
Hellsing - 3,Kohta Hirano,Horror,Manga,,4,5,TRUE
Hellsing - 4,Kohta Hirano,Horror,Manga,,4,5,TRUE
Hellsing - 5,Kohta Hirano,Horror,Manga,,4,5,TRUE
Hellsing - 6,Kohta Hirano,Horror,Manga,,4,5,TRUE
Hellsing - 7,Kohta Hirano,Horror,Manga,,4,5,TRUE
Hellsing - 8,Kohta Hirano,Horror,Manga,,4,5,TRUE
Hellsing - 9,Kohta Hirano,Horror,Manga,,4,5,TRUE
Hellsing - 10,Kohta Hirano,Horror,Z duplikatem,,4,5,TRUE
Dragon Ball - 3,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball - 4,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball - 5,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball - 6,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball - 7,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball - 8,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball - 9,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball - 11,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball - 13,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball - 14,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball - 15,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball - 16,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 17,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 18,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 19,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 20,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 21,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 22,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 23,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 24,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 25,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 26,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 27,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 28,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 29,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 30,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 31,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 32,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 33,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 34,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 35,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 36,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 37,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 38,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 40,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 41,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Z - 42,Akira Toriyama,Inne,Manga,,4,5,TRUE
Dragon Ball Super - 1,"Akira Toriyama, Toyotaro",Inne,Manga,,4,5,TRUE
Dragon Ball Super - 2,"Akira Toriyama, Toyotaro",Inne,Manga,,4,5,TRUE
Dragon Ball Super - 3,"Akira Toriyama, Toyotaro",Inne,Manga,,4,5,TRUE
Dragon Ball Super - 4,"Akira Toriyama, Toyotaro",Inne,Manga,,4,5,TRUE
Dragon Ball Super - 5,"Akira Toriyama, Toyotaro",Inne,Manga,,4,5,TRUE
Corto Maltese - Przygody celtyckie,Hugo Pratt,Przygodowe,,,4,3,TRUE
Corto Maltese - Przygody etiopskie,Hugo Pratt,Przygodowe,,,4,3,TRUE
Corto Maltese - Zawsze trochę dalej,Hugo Pratt,Przygodowe,,,4,3,TRUE
Corto Maltese - Pod Znakiem Koziorożca,Hugo Pratt,Przygodowe,,,4,3,TRUE
Corto Maltese - Ballada o Słonym Morzu,Hugo Pratt,Przygodowe,,,4,3,TRUE
Corto Maltese - Na Syberii,Hugo Pratt,Przygodowe,,,4,3,TRUE
Bloodborne 1,"Ales Kot, Piotr Kowalski, Brad Simpson, Kevin Enhart",Horror,,,4,3,TRUE
Calvin i Hobbes - 1,Bill Watterson,Komedia,,,4,3,TRUE
Calvin i Hobbes - 2,Bill Watterson,Komedia,,,4,3,TRUE
Calvin i Hobbes - 3,Bill Watterson,Komedia,,,4,3,TRUE
Calvin i Hobbes - 4,Bill Watterson,Komedia,,,4,3,TRUE
Calvin i Hobbes - 5,Bill Watterson,Komedia,,,4,3,TRUE
Calvin i Hobbes - 6,Bill Watterson,Komedia,,,4,3,TRUE
Calvin i Hobbes - 7,Bill Watterson,Komedia,,,4,3,TRUE
Calvin i Hobbes - 8,Bill Watterson,Komedia,,,4,3,TRUE
Calvin i Hobbes - 9,Bill Watterson,Komedia,,,4,3,TRUE
Calvin i Hobbes - 10,Bill Watterson,Komedia,,,4,3,TRUE
Calvin i Hobbes - 11,Bill Watterson,Komedia,,,4,3,TRUE
Ronin,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Samuraj,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Droga wędrowca,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Spisek ryczącego smoka,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Samotny cap i koźlę,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Kręgi,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Gen,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Cienie Śmierci,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Daisho,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Pomiędzy życiem a śmiercią,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Pory Roku,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Ostrze Bogów,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Szare Cienie,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Maska demona,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
Ostrze bogów II,Stan Sakai,Fantasy,,Usagi Yojimbo,4,3,TRUE
