name,authors,genre,subcategory,note,rack,shelf,comic_book
Fatalne jaja,Michał Bułhakow,SF,,,2,5,FALSE
Umrzeć by nie zginąć,Tadeusz Markowski,SF,,,2,5,FALSE
Księżyc dwudziestu rąk,Lino Aldani,SF,,z duplikatem,2,5,FALSE
Niewidzialni,G. Le Rouge,SF,,,2,5,FALSE
Władca szczurów,Rafał Ziemkiewicz,SF,,,2,5,FALSE
Totem leśnych ludzi,Ryszard Głowacki,SF,,,2,5,FALSE
Paroksyzm numer minus jeden,Andrzej Trepka,SF,,,2,5,FALSE
Imaqo,Wiktor Żwikiewicz,SF,,,2,5,FALSE
Klinika psychiatryczna,Marek Nowak,SF,,,2,5,FALSE
Gwiezdne szczenię,Jacek Izworski,SF,,,2,5,FALSE
Gunnar Emmanuel Opowiadanie bez czasu,Sven Delblanc,SF,,,2,5,FALSE
Uśmiechnięcie skrzydeł,Oleg Korabilenikov,SF,,,2,5,FALSE
Widma Morskie,Janusz Skarżyński,SF,,,2,5,FALSE
Wyczerpać morze,Jan Dobraczyński,SF,,,2,5,FALSE
Ósmy krąg piekieł,Krzysztof Boruń,SF,,,2,5,FALSE
Spotkanie w przestworzach 4 - antologie młodych 80,Various Artists,SF,Zbiór opowiadań,,2,5,FALSE
Czas Szpiegów,Henryk Pieciuch,Sensacja,,,2,4,FALSE
Z notatnika oficera MO,Ryszard Kaczorowski,Sensacja,,,2,4,FALSE
Zaklęcie dla cameleon,Piers Anthony,Fantasy,,,2,5,FALSE
Nieśmiertelny z oxa,Mirosłow Piotr Jabłoński,SF,,,2,5,FALSE
Mutanci,Tadeusz Markowski,SF,,,2,5,FALSE
Diabelska Maskarada,Marek Hemerling,SF,,,2,5,FALSE
Ucieczka Logana,"William F. Nolan, George Clayton Johnson",SF,,,2,5,FALSE
Wojenne Gry,Brian Stableford,SF,,,2,5,FALSE
Balde Runner II,K. W. Jeter,SF,,,2,5,FALSE
Listonosz,David Brin,SF,,,2,5,FALSE
Drugi Okręt,Richard Philips,SF,,,2,5,FALSE
Nieulękły,Jack Campbell,SF,Cykl,Zaginiona Flota,2,5,FALSE
Nieustraszony,Jack Campbell,SF,Cykl,Zaginiona Flota,2,5,FALSE
Odważny,Jack Campbell,SF,Cykl,Zaginiona Flota,2,5,FALSE
Zadziwiający ludzie,Charles Harness,SF,,,2,5,FALSE
Ostateczna Wojna,Barry Malzberg,SF,,,2,5,FALSE
Więcej niż nieskończoność,Michael McCollum,SF,,,2,5,FALSE
Ostatni Brzeg,Navil Shute,SF,,,2,5,FALSE
Ulotny Smak Istnienia,James Tiptre,SF,,,2,5,FALSE
Utracona Fortuna,Brian Daley,SF,Cykl,Star Wars: Han Solo,2,5,FALSE
Na krańcu Gwiazdy,Brian Daley,SF,Cykl,Star Wars: Han Solo,2,5,FALSE
Mózg,Frederic Brown,SF,,,2,5,FALSE
Tłumacz,Brian Aldiss,SF,,,2,5,FALSE
Druga Planeta Słońca OGG,Peter Lengyel,SF,,,2,5,FALSE
Klucz do Zapory,Theodore Strugeon,SF,,,2,5,FALSE
UFO z planety Akart,Artur Berlet,SF,,,2,5,FALSE
Don Wollheim Proponuje: 1985,Various Artists,SF,Zbiór Opowiadań,,6,5,FALSE
Władca Mórz,Siergiej Sinlakin,SF,,,2,5,FALSE
Utwory wybrane 2,Kirył Bułczow,SF,Zbiór Opowiadań,z duplikatem,2,5,FALSE
Utwory wybrane 3,Kirył Bułczow,SF,Zbiór Opowiadań,,2,5,FALSE
Rok 1984 antologia współczesnej SF,Various Artists,SF,Zbiór Opowiadań,duplikat,6,5,FALSE
Kronika Akaszy,Jacek Sawaszkiewicz,SF,,"Dwie powieści w jednej książce - Inicjacja, Skorupa Astralna",2,5,FALSE
Senni Zwycięzcy,Marek Oramus,SF,,,2,5,FALSE
Ludzie Ery Atomowej,Roman Gajda,SF,,,2,5,FALSE
Na Tle kosmicznej Otchłaniu,Jacek Sawaszkiewicz,SF,,,2,5,FALSE
Śmierć Magów z Yara,Eugeniusz Dębski,SF,,,2,5,FALSE
Ostateczni,Henryk Wiatrowski,SF,,,2,5,FALSE
Upadłe Anioły,Richard Morgan,SF,,,2,5,FALSE
Allan i bogowie lodów,H. Rider Haggard,Fantasy,,,2,5,FALSE
Z wody Zrodzony,J. Gregory Keyes,Fantasy,,,2,5,FALSE
Berserker Cień Wilka,Chris Carlsen,Fantasy,,,2,5,FALSE
Tarcza Szerni,Feliks W. Kres,Fantasy,Cykl,księga całości,2,5,FALSE
Czarnoksiężnik z Volkyan,Tanith Lee,Fantasy,,,2,5,FALSE
Zaklęty Miecz,Poul Anderson,Fantasy,,,2,5,FALSE
Eryk Promiennooki,H. Rider Haggard,Fantasy,,,2,5,FALSE
Pozłacany łańcuch,Dave Duncan,Fantasy,Cykl,Królewscy fechmistrzowie,2,5,FALSE
"Zbrodnia w zamku, Tajmenica Królowej",Maurice Leblanc,Sensacja,Cykl,Arsen Lupin - dwie powieści w jednej książce,1,7,FALSE
Rózgi Liktorskie,Krzysztof Kulicz,Sensacja,,,1,7,FALSE
Kokino Kłamie,Adam Wysocki,Sensacja,,,1,7,FALSE
Kochać bez skóry,Adam Hollanek,SF,,,2,5,FALSE
Tortilla Flat,John Steinback,Literatura Piękna,,,2,6,FALSE
Człowiek Maszyna,La Mettrie,Literatura Piękna,,,2,6,FALSE
Sposób Bycia Bardzo Starzy Oboje,Kazimierz Brandys,Literatura Piękna,,,2,6,FALSE
Mewy,Stanisław Goszczurny,Literatura Piękna,,,2,6,FALSE
Party u kierdzioka,Jerzy Olierski,Literatura Piękna,,,2,6,FALSE
Zaufajcie Drakuli,George Quiryn,Literatura Piękna,,,2,6,FALSE
Pożegnanie z afryką,Karen Blixen,Literatura Piękna,,,2,6,FALSE
Aksamitne Pazurki,E.S. Gardner,Literatura Piękna,,,2,6,FALSE
Medaliony,Zofia Nałkowska,Literatura Piękna,,,2,6,FALSE
Kapitulacja,Zbigniew Bela,Literatura Piękna,,,2,6,FALSE
Eminencje i bałłabancje,Edmund Niziurski,Literatura Piękna,,,2,6,FALSE
Grek Zorba,Nikos Kazantzakis,Literatura Piękna,,,2,6,FALSE
Człowiek Poznaje Świat Ziemia Drży,R. Hewitt,Literatura Piękna,,,2,6,FALSE
Chwila na wietrze,Andre Brink,Literatura Piękna,,,2,6,FALSE
Frankenstein,Mary Wollstonecraft Shelley,Literatura Piękna,,,2,6,FALSE
Wrastanie,Eugeniusz Paukszta,Literatura Piękna,,,2,6,FALSE
Między kłamstwem a ironią,Umberto Eco,Literatura Piękna,,,2,6,FALSE
Moralność mieszczańska,Maria Ossowska,Literatura Piękna,,,2,6,FALSE
Obłęd Tom 3,Jerzy Krzyszfoń,Literatura Piękna,,,6,5,FALSE
Ostatnie cztery Minuty,Jacek Natanson,Literatura Piękna,,,2,6,FALSE
Najdziksze Serca,J.O. Curkwood,Literatura Piękna,,,2,6,FALSE
Chłopcy z placu broni,Ferenc Molnar,Literatura Piękna,,,2,6,FALSE
Na marginesie Życia,Stanisław Grzesiuk,Literatura Piękna,,,2,6,FALSE
Hipnoza,Hanna Krall,Literatura Piękna,,,2,6,FALSE
Założyciel,Melida Pinon,Literatura Piękna,,,2,6,FALSE
Sceny z niemego kina,Julio Llamazares,Literatura Piękna,,,2,6,FALSE
Immoralista,Andre Gide,Literatura Piękna,,,2,7,FALSE
Ameryka,Franz Kafka,Literatura Piękna,,z duplikatem,2,6,FALSE
Bez Piór,Woody Allen,Literatura Piękna,,Zbiór opowiadań,2,6,FALSE
Skaza,Magdalena Tulli,Literatura Piękna,,,2,6,FALSE
Rosyjska Apokalipsa,Wiktor Jerofiejew,Literatura Piękna,,,2,6,FALSE
Zbyt Głośna Samotność,Bohumil Hrabal,Literatura Piękna,,,2,6,FALSE
Mur,Jean Paul Sartre,Literatura Piękna,,,2,7,FALSE
Potop I,Henryk Sienkiewicz,Literatura Piękna,,,2,6,FALSE
Potop II,Henryk Sienkiewicz,Literatura Piękna,,,2,6,FALSE
Ogniem I mieczem I,Henryk Sienkiewicz,Literatura Piękna,,,2,6,FALSE
Ogniem I mieczem II,Henryk Sienkiewicz,Literatura Piękna,,,2,6,FALSE
Potop I,Henryk Sienkiewicz,Literatura Piękna,,,2,6,FALSE
Potop II,Henryk Sienkiewicz,Literatura Piękna,,,2,6,FALSE
Nic świętego,Elizabeth Ann Scarborough,Fantastyka,Cykl,Światło Tybetu,2,5,FALSE
Ostatnie schronienie,Elizabeth Ann Scarborough,Fantastyka,Cykl,Światło Tybetu,2,5,FALSE
Rycerze na rozdrożach,Kirył Bułczow,SF,,,2,5,FALSE
Widmo,Robert Faulcon,Horror,Cykl,Nocny łowca,1,7,FALSE
Myśli,Fryderyk Engels,Naukowa - Filozofia,,,2,6,FALSE
Myśli i ludzie,Anna Jedynak Ajdukiewicz,Naukowa - Filozofia,,,2,6,FALSE
Nocna Praca,Jachym Topol,Literatura Piękna,,,2,6,FALSE
Główne zagadnienie i kierunki matematyki,Marek Fritzhand,Naukowa - Filozofia,,,2,6,FALSE
Problemy Filozoficzne XX wieku,Emile Brehier,Naukowa - Filozofia,,,2,6,FALSE
The Second Treatise of Government,John Locke,Naukowa - Socjologia,,Angielskie,2,6,FALSE
Zarys racjonalnego świata,Joachim Wehler,Naukowa - Filozofia,,,2,6,FALSE
Pan raczy żartować panie Feynman,Richard P. Feynman,Biografia,,,2,6,FALSE
Poloniści przy kafce,Grendel Kondrotas Kuncius,Naukowa - Filozofia,,,2,7,FALSE
Przekrój Królów Polskich,Jan Matejko,Historyczna,,,2,7,FALSE
Białstok informator turystyczny,Ryszard Kraśko,Poradnik,,,2,7,FALSE
Księga Mormona,Jezus Chrystus,Religijna,,,2,7,FALSE
Wprowadzenie do prawoznastwa,Adam Jamróz,Naukowa - Prawna,,,2,7,FALSE
Wprowadzenie do prawoznastwa,"Adam Jamróz, Aneta Breczko",Naukowa - Prawna,,,2,7,FALSE
Zaczynamy partię szachów,Tadeusz Czarnecki,Poradnik,,,2,7,FALSE
Żeglarstwo regatowe prawie bez tajemnic,Stefan Wysocki,Poradnik,,,2,7,FALSE
Radiestezja w domu i ogrodzie,Czesław Spychalski,Poradnik,,,2,7,FALSE
I Ching księga wróżb,Tadeusz Zysk,Religijna,,,2,7,FALSE
O ziołach i zwierzętach,Simona Kossak,Poradnik,,,2,7,FALSE
Obłęd Tom 1,Jerzy Krzyszfoń,Literatura Piękna,,,6,5,FALSE
W Dniu Urodzin Wandy June,Kurt Vonnegut,Literatura Piękna,,,2,7,FALSE
Byt i Nicość,Jean Paul Sartre,Naukowa - Filozofia,,,2,7,FALSE
Pierwszy Człowiek,Albert Camus,Literatura Piękna,,,2,7,FALSE
The Mimic Men,V. S. Naipaul,Literatura Piękna,,Angielksie,2,7,FALSE
Córka Kapitana,Aleksander Puszkin,Literatura Piękna,,,2,7,FALSE
Opowiadania Zebrane I,Gustaw Herling-Grudziński,Literatura Piękna,Zbiór opowiadań,,2,7,FALSE
Opowiadania Zebrane II,Gustaw Herling-Grudziński,Literatura Piękna,Zbiór opowiadań,,2,7,FALSE
Candine,Voltaire,Literatura Piękna,,,2,7,FALSE
O starzeniu się - podnieść na siebie rękę,Jean Amery,Literatura Piękna,,,2,7,FALSE
Rozmowy z katem,Kazimierz Moczarski,Literatura Piękna,,,2,7,FALSE
Ostatni Postój,Witold Zalewski,Literatura Piękna,,,2,7,FALSE
Portret ze słów,Luis Spota,Literatura Piękna,,,2,7,FALSE
Niekochana,Adolf Rudnicki,Literatura Piękna,,,2,7,FALSE
"Nigdy, nigdy mnie nie złapiecie",William Wharton,Literatura Piękna,,,2,7,FALSE
Dialogi z Adamem Schaffem,Bohdan Chwedeńczuk,Inne,,,2,7,FALSE
Zwyczajna apokalipsa,Andrzej Werner,Literatura Piękna,,,2,7,FALSE
The life & opinions of Tristram Shandy,Laurence Sterne,Literatura Piękna,,Angielskie,2,7,FALSE
Totenhorn,Kazimierz Truchanowski,Literatura Piękna,,,2,7,FALSE
"Wszyscy byli odwróceni, Brudne Czyny, Drugie zabicie psa",Marek Hłasko,Literatura Piękna,,Kilka powieści w jednej książce,2,7,FALSE
Wielki Gatsby,F. Scott Fitzgerald,Literatura Piękna,,,2,7,FALSE
Korespondencja,Aleksander Wat,Inne,,,2,7,FALSE
Śmierć Komiwojażera,Artur Miller,Literatura Piękna,,,2,7,FALSE
Księga Piasku,Jorge Luis Borges,Literatura Piękna,,,2,7,FALSE
Tunel,Ernesto Sabato,Literatura Piękna,,,2,7,FALSE
Zły demirugi,Emil Cioran,Literatura Piękna,,,2,7,FALSE
Złodziej,Leonid Leonow,Literatura Piękna,,,2,7,FALSE
Colas Breugnon,Romain Rolland,Literatura Piękna,,,2,7,FALSE
W stronę Swanna,Marcel Proust,Literatura Piękna,,W poszukiwaniu straconego czasu,2,7,FALSE
W cieniu zakwitających dziewcząt,Marcel Proust,Literatura Piękna,,W poszukiwaniu straconego czasu,2,7,FALSE
Aradia ewangelia czarownic,Charles Godfret Leland,Naukowa - kulturowa,,,2,7,FALSE
Ibogaina uzdrawiająca moc wizji,Peter Frank,Naukowa - kulturowa,,,2,7,FALSE
Czerwona Bogini,Peter Grey,Inne,,,2,7,FALSE
Anti-Oedipus Capitalism and Schizophrenia,"Gilles Deleuze, Felix Guattari",Naukowa - Filozofia,,Angielskie,2,7,FALSE
Aby zbawił co by zginęło,Francis Maurlac,Literatura Piękna,,,2,7,FALSE
Schachnovelle,Stefan Zweig,Literatura Piękna,,Niemieckie,2,7,FALSE
Wilk,Marek Hłasko,Literatura Piękna,,,2,7,FALSE
Kryzys i filozofia,Aleksander Ochocki,Naukowa - Filozofia,,,2,7,FALSE
Świat zabaw - narodziny nowego wieku ludycznego,James E. Combs,Naukowa - kulturowa,,,2,7,FALSE
Trickster - Studium mitologii Indian północnoamerykańskich,Paul Radin,Naukowa - kulturowa,,,2,7,FALSE
Wokół fenomenologi francuskiej,"Iwona Lorenc, Jacek Migasiński",Naukowa - Filozofia,,,2,7,FALSE
Discourse on method,Descartes,Naukowa - Filozofia,,Angielskie,2,7,FALSE
Principia X-XI,Various Artists,Pismo,,,2,7,FALSE
Szkoła marburska i jej idealizm,Władysław Tatarkiewicz,Naukowa - Filozofia,,,2,7,FALSE
O metafizyce jej kierunkach i zagadnieniach,Tadeusz Czeżowski,Naukowa - Filozofia,,,2,7,FALSE
O nowej interpretacji platońskich dialogów,Thomas Alexander Szlezak,Naukowa - Filozofia,,,2,7,FALSE
Portrety z pamięci wartość wolnej myśli,Bertrand Russell,Naukowa - Filozofia,,,2,7,FALSE
Książe Kruków,Machiavelli,Naukowa - Filozofia,,,2,7,FALSE
Myśli,Pascal,Naukowa - Filozofia,,,2,7,FALSE
O duchu praw,Monteskiusz,Naukowa - Filozofia,,,2,7,FALSE
Dziennik Uwodziciela,Kierkegaard,Naukowa - Filozofia,,,2,7,FALSE
O podstawie moralności,Schopenhauer,Naukowa - Filozofia,,,2,7,FALSE
Tako rzecze Zaratustra,Nietzsche,Naukowa - Filozofia,,z duplikatem,2,7,FALSE
Rozprawa o metodzie,Kartezjusz,Naukowa - Filozofia,,,2,7,FALSE
Dialogi I,Konfucjusz,Naukowa - Filozofia,,,2,7,FALSE
Dialogi II,Konfucjusz,Naukowa - Filozofia,,,2,7,FALSE
Powiastki filozoficzne,Wolter,Naukowa - Filozofia,,,2,7,FALSE
Traktaty etyka,Spinoza,Naukowa - Filozofia,,,2,7,FALSE
Druga Księga Dżungli,Rudyard Kipling,Przygodowa,,,2,7,FALSE
Żelazny Wóz,Stein Riverton,Kryminał,,,2,7,FALSE
Nagi Cel,Adam Wiśniewski Snerg,Kryminał,,,2,6,FALSE
Bartłomiej Farrar,Josephine Tey,Kryminał,,,2,6,FALSE
Klub Dantego,Matthew Pearl,Kryminał,,,2,6,FALSE
Noce Krwi,James Ellroy,Kryminał,,,2,6,FALSE
Głowa minotaura,Marek Krajewski,Kryminał,,,2,6,FALSE
Tragiczny Rejs,Andrzej Studziński,Sensacja,,,2,6,FALSE
Wielkie Solo Antona L.,Herbert Rosendorfer,Sensacja,,,2,6,FALSE
Pojedynek,Joe Weber,Sensacja,,,2,6,FALSE
RD-74,James Adams,Sensacja,,,2,6,FALSE
Czysta Anarchia,Woody Allen,Inne,,,2,6,FALSE
Rwący nurt historii,Ryszard Kapuściński,Reportaż,,,2,6,FALSE
Siódmy Samuraj,Helen DeWitt,Powieść,,,2,6,FALSE
Pippi Longstocking,Astrid Lindgren,Dla dzieci,,,2,6,FALSE
Kryształowe łzy,Alan Dean Foster,SF,,,2,6,FALSE
Santiago,Mike Resnick,SF,,,2,6,FALSE
Bunt,Mike Resnick,SF,Cykl,Starship,2,6,FALSE
Pirat,Mike Resnick,SF,Cykl,Starship,2,6,FALSE
Najemnik,Mike Resnick,SF,Cykl,Starship,2,6,FALSE
Buntownik,Mike Resnick,SF,Cykl,Starship,2,6,FALSE
Kły,Mike Resnick,SF,,,2,6,FALSE
Mroczna pani,Mike Resnick,SF,,,2,6,FALSE
Na tropach Jednorożca,Mike Resnick,SF,,,2,6,FALSE
Średniowiecze,Teresa MIchałowska,Naukowa - Literatura,Cykl,Wielka Historia Literatury Polskiej,3,2,FALSE
Renesans,Jerzy Ziomek,Naukowa - Literatura,Cykl,Wielka Historia Literatury Polskiej,3,2,FALSE
Barok,Czesław Hernas,Naukowa - Literatura,Cykl,Wielka Historia Literatury Polskiej,3,2,FALSE
Oświecenie,Mieczysław Klimowicz,Naukowa - Literatura,Cykl,Wielka Historia Literatury Polskiej,3,2,FALSE
Romantyzm,"A. Witkowska, R. Przybylski",Naukowa - Literatura,Cykl,Wielka Historia Literatury Polskiej,3,2,FALSE
Pozytywizm,Henryk Markiweicz,Naukowa - Literatura,Cykl,Wielka Historia Literatury Polskiej,3,2,FALSE
Literatura polska w latach II wojny światowej,Jerzy Świech,Naukowa - Literatura,Cykl,Wielka Historia Literatury Polskiej,3,2,FALSE
Dwudziestolecie międzywojenne,Jerzy Kwiatkowski,Naukowa - Literatura,Cykl,Wielka Historia Literatury Polskiej,3,2,FALSE
Młoda Polska,Artur Hutnikiewicz,Naukowa - Literatura,Cykl,Wielka Historia Literatury Polskiej,3,2,FALSE
Logika Nie Gryzie,Katarzyna Paprzycka,Naukowa - Logika,,,3,1,FALSE
Logika Praktyczna,Zygmunt Ziembiński,Naukowa - Logika,,,3,1,FALSE
Ćwieczenia z logiki,Bartosz Stanosz,Naukowa - Logika,,,3,1,FALSE
Bioetyka,"Bernard Gert, Charles Culver, K. Danner Clouser",Naukowa - Etyka,,,3,1,FALSE
 Konfiguracja Ruterów cisco - zaawansowane możliwości,Laura Chappell,Naukowa - Informatyka,,,3,1,FALSE
Konfiguracja Ruterów cisco,"Allan Leinwand, Bruce Pinsky, Mark Culpepper",Naukowa - Informatyka,,,3,1,FALSE
Hack Wars - Na Tropie hakerów,John Chirillo,Naukowa - Informatyka,,,3,1,FALSE
Arkana Linux,Richard Petersen,Naukowa - Informatyka,,,3,1,FALSE
Matematyka jakiej nie znacie,Alfred S. Posamentier,Naukowa - Matematyka,,,3,1,FALSE
Core C# i .NET,Stephen C. Perry,Naukowa - Informatyka,,,3,1,FALSE
Java,Bruce Eckel,Naukowa - Informatyka,,Wydanie IV,3,1,FALSE
Istota Informatyki,"Marian Gniłka, Juliusz Haschka",Naukowa - Informatyka,,,3,1,FALSE
Podręcznik projektowania architektoniczno-budowlanego,Neufert,Naukowa - Architektura,,,3,1,FALSE
Osteoporoza,"Janusz Badurski, Andrzej Sawicki, Stanisław Boczoń",Naukowa - Medyczna,,,3,1,FALSE
Historia Powszechan 1871-1918,Janusz Pajewski,Naukowa - Historyczna,Cykl,Tom 6,3,1,FALSE
Zwierzę Kulturowe,Roy F. Baumeister,Naukowa - Psychologiczna,,,3,1,FALSE
Semantyka - jednoski elementarne i uniwersalne,Anna Wierzbicka,Naukowe - Językoznastwo,,,3,1,FALSE
Europa,Norman Davies,Naukowe - Historyczna,,,3,1,FALSE
Historia Powszechan Średniowiecze,Tadeusz Manteuffel,Naukowe - Historyczna,,,3,1,FALSE
Historia Powszechan Wiek XVI-XVII,Zbigniew Wójcik,Naukowe - Historyczna,,,3,1,FALSE
Historia Powszechan 1789-1870,Mieczysław Żwyczyński,Naukowe - Historyczna,,,3,1,FALSE
Wielka Encyklopedia Oxfordu 1,Various Artists,Naukowe - Ogólne,,,3,2,FALSE
Wielka Encyklopedia Oxfordu 2,Various Artists,Naukowe - Ogólne,,,3,2,FALSE
Wielka Encyklopedia Oxfordu 3,Various Artists,Naukowe - Ogólne,,,3,2,FALSE
Wielka Encyklopedia Oxfordu 4,Various Artists,Naukowe - Ogólne,,,3,2,FALSE
Wielka Encyklopedia Oxfordu 5,Various Artists,Naukowe - Ogólne,,,3,2,FALSE
Wielka Encyklopedia Oxfordu 6,Various Artists,Naukowe - Ogólne,,,3,2,FALSE
Słownik Języka Polskiego 1978 A-K,Mieczysław Szymczak,Słownik,,,3,2,FALSE
Słownik Języka Polskiego 1978 L-P,Mieczysław Szymczak,Słownik,,,3,2,FALSE
Słownik Języka Polskiego 1978 R-Z,Mieczysław Szymczak,Słownik,,,3,2,FALSE
Przegląd filozoficzno-literacki 2008 2-3,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Przegląd filozoficzno-literacki 2005 1-2,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Studia Filozogiczne 1981 Nr 6,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Studia Filozogiczne 1981 Nr 11,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Studia Filozogiczne 1981 Nr 10,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Studia Filozogiczne 1963 Nr 2,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Studia Filozogiczne 1966 Nr 1,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Studia Filozogiczne 1967 Nr 4,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Edukacja Filozoficzna 2011 Nr 52,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Melee 2 i 3,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Melee 2 i 4,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Melee 6,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Byt i Istota,Etienne Gilson,Naukowa - Filozofia,,,3,3,FALSE
Filozofia XIX wieku,"Emerich Coreth, Peter Eblen, Josef Schmidt",Naukowa - Filozofia,,,3,3,FALSE
Elementy filozofii przyrody,"Michał Heller, Tadeusz Pabjan",Naukowa - Filozofia,,,3,3,FALSE
Problem Innego,Monika Murawska,Naukowa - Filozofia,,,3,3,FALSE
Filozofia Polityczna Maurycego Mochnackiego,Bronisław Łagowski,Naukowa - Filozofia,,,3,3,FALSE
Droga Rozwojowa Marburskiej doktryny etycznej,Jan Ożarowski,Naukowa - Filozofia,,,3,3,FALSE
Filozofia Marksistowska,Various Artists,Naukowa - Filozofia,,,3,3,FALSE
Kronos 2011 Nr 1,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
O co nas pytają wielcy filozofowie I,Leszek Kołakowski,Naukowa - Filozofia,,,3,3,FALSE
O co nas pytają wielcy filozofowie II,Leszek Kołakowski,Naukowa - Filozofia,,,3,3,FALSE
O co nas pytają wielcy filozofowie III,Leszek Kołakowski,Naukowa - Filozofia,,,3,3,FALSE
O zasadzie sprzeczności u Arystotelesa,Jan Łukasiewicz,Naukowa - Filozofia,,,3,3,FALSE
Pascal,Tadeusz Płużański,Naukowa - Filozofia,,,3,3,FALSE
Traktaty o zasadach ludzkiego poznania,George Berkeley,Naukowa - Filozofia,,,3,3,FALSE
Ecce Homo,Friedrich Nietzsche,Naukowa - Filozofia,,,3,3,FALSE
Tako Rzecze Zaratustra,Friedrich Nietzsche,Naukowa - Filozofia,,,3,3,FALSE
Post Nietzsche Reaktywacja,Bogdan Baran,Naukowa - Filozofia,,,3,3,FALSE
Filozofia Polska Wieków Średnich,Ryszard Palacz,Naukowa - Filozofia,,,3,3,FALSE
Współczesna filozofia naukowa metafilozofia i ontologia,Władysław Krajewski,Naukowa - Filozofia,,,3,3,FALSE
Zarys filozofii średniowiecznej 1,Zdzisław Kuksewicz,Naukowa - Filozofia,,,3,4,FALSE
O konfliktach i postawach moralnych,Jan Pawlica,Naukowa - Filozofia,,,3,3,FALSE
Myślenie moralne,Ricahrd M. Hare,Naukowa - Filozofia,,,3,3,FALSE
Szkice o materializmie historycznym i socjologii,Jerzy Wiatr,Naukowa - Filozofia,,,3,3,FALSE
Filozofia Polska,Various Artists,Naukowa - Filozofia,,,3,3,FALSE
ABC teorii względności,Bertrand Russell,Naukowa - Filozofia,,,3,3,FALSE
Z dziejów honoru w polsce,Adam Michnik,Naukowa - Filozofia,,,3,3,FALSE
Epistomologia Współcześnie,Various Artists,Naukowa - Filozofia,,,3,3,FALSE
Dialog o wartości człowieka,"Giovanni Reale, Angelo Scola",Naukowa - Filozofia,,,3,3,FALSE
Tajemnice Natury,Various Artists,Naukowa - Filozofia,,,3,3,FALSE
Studia Filozogiczne 1965 Nr 1,Various Artists,Czasopismo Naukowe - FIlozofia,,,3,3,FALSE
Historia Filozofii 1,Władysław Tatarkiewicz,Naukowa - Filozofia,,,3,3,FALSE
Historia Filozofii 2,Władysław Tatarkiewicz,Naukowa - Filozofia,,,3,3,FALSE
Teologia Wczesnych Filozofów Greckich,Werner Jaeger,Naukowa - Filozofia,,,3,3,FALSE
Kontekstualizm,Renata Wieczorek,Naukowa - Filozofia,,,3,4,FALSE
Empiryzm Współczesny,Barbara Stanosz,Naukowa - Filozofia,,,3,4,FALSE
Fenomenologia i Hermeneutyka,"Paweł Dybl, Paweł Kaczorowski",Naukowa - Filozofia,,,3,4,FALSE
Almanach myśli rosyjskiej,Janusz Dobieszewski,Naukowa - Filozofia,,,3,4,FALSE
Skłonność Metafizyczna,Mieczysław Omyła,Naukowa - Filozofia,,,3,4,FALSE
Poza Interpretacją Znaczenie hermeneutyki dla filozofii,Gianni Battimo,Naukowa - Filozofia,,,3,4,FALSE
Filozofia kultury,Georg Simmel,Naukowa - Filozofia,,,3,4,FALSE
Co to jest filozofia kultury?,Various Artists,Naukowa - Filozofia,,,3,4,FALSE
Jak uczyć by nauczyć filozofii?,Various Artists,Naukowa - Filozofia,,,3,4,FALSE
Zarys filozofii średniowiecznej 2,Zdzisław Kuksewicz,Naukowa - Filozofia,,,3,4,FALSE
Polemniki Filozoficzne,Andrzej Zabłudowski,Naukowa - Filozofia,,,3,3,FALSE
Egzystencjalizm,Mary Warnock,Naukowa - Filozofia,,,3,3,FALSE
Granice wiedzy i inne eseje filozoficzne,Willard V. Quine,Naukowa - Filozofia,,,3,4,FALSE
Religia I Nauka,Bertrand Russell,Naukowa - Religia,,,3,4,FALSE
Historia Wierzeń i idei religijnych 1,Mircea Eliade,Naukowa - Religia,,,3,4,FALSE
Historia Wierzeń i idei religijnych 3,Mircea Eliade,Naukowa - Religia,,,3,4,FALSE
Logika Dialektyczna,Ewald Iljenkow,Naukowa - Logika,,,3,4,FALSE
Filozofia logiki,Willard V. Quine,Naukowa - Logika,,,3,4,FALSE
Godel Życie i logika,"John E. Casti, Werner DePauli",Naukowa - Logika,,,3,4,FALSE
Klutura Logiczna w przykładach,Teresa Hołówka,Naukowa - Logika,,,3,4,FALSE
Studia Logica Tom VII,Various Artists,Naukowa - Logika,,,3,4,FALSE
Studia Logica Tom II,Various Artists,Naukowa - Logika,,,3,4,FALSE
